好了拉 何必呢 ,8
你不是說你不可能輸任何人,8
發病==,4
燒給妳了,8
神安安,3
阿航 你還愛國勳嗎? ,3
你老是愛扯邏輯，但你自己就最沒邏輯的,8
販毒狗的狗,4
佛心公司,3
你還把他噴到離職,8
整天被釣,8
背骨仔,4
傻逼國動,4
今天有阿舟之聲嗎,3
昏過去了,8
垃圾香港人,4
你聽不懂耶,8
二師兄救救我啊,9
他要讓你賺阿,8
丁特跟你 國棟跟椅子阿,8
夫婦確實噁心,4
又在情勒,8
他們本來就是跟丁特阿,3
顯靈啦,9
養活自己跟愛錢有啥關係,7
那就沒有你了欸,8
再戰一次,3
講得好,5
你好可憐,8
公道伯,8
懂不懂感恩,8
講話要負責為什麼要講話,8
可憐 滑坡理論,8
香港人被動技能就是自私勢利,8
早就講了,8
檔案增加中,3
跟你依樣不負責阿,8
幹嘛要講公道話,8
人家評論就正常評論啊,8
開噴,3
少一個哥哥也沒差啦,8
走到最後誰輸誰贏還不知道,7
說了你也不聽阿,8
你沒聽懂欸 ,8
為了哥哥氣到失眠,1
 做作效果 開開玩笑,8
臭,8
放屁 妳拍片那個死樣子 騙鬼喔,4
何錯之有,8
這樣就臭?,8
從不檢討自己,8
眾叛親離,8
你又沒錯了,8
做高自己喔,8
阿所以怎麼都跑光?,8
 悲哀阿,1
你很爛認清事實,8
走心,8
 不然人都跑去哪,8
吃到飽,2
快倒了,8
道德制高點,8
早餐吃到飽,2
沒梗豬,4
錢不夠多 當然走,8
因為你把他踢掉啦,8
你就是阿,8
問你啊,8
別生氣啦阿行,5
你真的不會吵架,8
確實 白癡,4
 跳針模式開啟 ,8
做做效果拉,8
那些都是氣話 不算數拉,8
是被你版權炮了嗎,3
好多動粉來喔,3
又有理由了,8
有證據還在雙標,8
邏輯在哪裡?,8
跳針預備,8
永遠有一堆理由就你自己問題一堆,8
 就想踢人啊偷換概念,8
這次你輸了,3
 說說而已,3
倒果為因,8
你自己要爆氣的阿,8
開始合理化賴皮豬,8
你爆氣阿,8
看完阿幹,4
 惡意剪輯,4
 媽的,4
和好啦,5
不是啦,7
自己打自己臉,8
 都不是,7
好了拉巨嬰死不承認自己有錯,4
操你嘛逼,4
又有點問題,8
百口莫辯,8
有點問題,8
生氣,0
在聊天室跳繩,8
這個影片裡面的人在黑你,8
被自己打臉,8
抓到,8
別再亂拉了,8
有問題 就是剪接,8
就會阿,3
剛剛才亂講,8
好了啦，又再偷換概念,8
 自己一直換概念,8
清潔66,2
知道就好廢物,4
有夠爛 ,4
一直都是,3
要講幾次,8
在幹,8
都來不及了,1
太神啦,5
好了啦 管好你自己,8
 晨晨勒,3
太肥拉,1
永雙亂交,8
金牛就固執 可撥,4
金牛很顧家,5
駕駛員被康特,8
叔叔晚安,3
哭阿,1
金牛錢多 所以有條件機掰,4
幹 還沒2分鐘,8
笑死有夠爛,8
皮,8
可撥,8
瘋狂一點 寶貝,8
虧我還下注在你身上,8
太衝了啦,5
菜,4
改成這樣前期超爛,1
可惡 差一點,1
駕駛員的操作加一加阿,8
用心玩,8
 送慢點,8
 胖叔叔加油!!!,5
 直接搞爛 超爽,8
史丹利的蠻王好強啊,8
操作者的問題,8
這駕駛員太讓我失望了,8
乖乖吃兵等吸奶,8
操盤,8
 淦 剛好壓線,1
他1等爆擊兩下 誰會贏啦,8
蠻族互打,3
前幾天打蟾蜍也是被爆打,8
再死一次就可以,8
加油啊,5
世紀冠軍?,8
一刀爆擊,2
一等廢物,4
總之 謝囉,3
胖叔叔勇往直前吧!!!,2
時代變了胖叔叔,8
馬上破產...,1
 藉口一堆,4
被康特了,1
遊戲結束,8
他好會爆擊,9
先農,3
今天要當紅紅幫嗎,3
康特又吸奶,1
要是蘭林漢的話,8
補血還不吃,8
上路結束了,8
等著被塔殺,8
不吃藥,8
丹利 你好棒,5
好險 差點,2
打野都不上來,8
賺,5
虧,8
極致痛痛痛,1
你炸了ㄟ,3
這波還行,5
你專打垃圾,8
小反假伺候,3
哭啊-1000,1
好好當個公安,8
今晚粉紅到底!!!!!!!,2
才一次什麽一直...,8
他來幫你吃兵,8
才第一次就說來幾次,8
還是玩糖豆之嶺好了,8
極致物防路線,3
下幾次粉紅幫都大賺,8
狂戰士不狂玩個寂寞阿,8
布甲鞋先感覺會比較能扛?,3
他有點燃,3
 他真的好扯 一直爆,1
活活尻死,3
他就滿怒阿,8
什麼水平,8
天啊 不忍直視,8
怕就輸了,8
別怨天尤人,8
15,3
我才不是史黑 哭阿,1
歐洲人每下都爆及,2
我是史灰,3
細節,5
笑話塔殺,8
兩邊都一樣爛,8
被溜,8
繞圈圈遊戲,3
 智商壓制,5
 繞塔打法,3
塔下站神賽到了,8
歐拉夫有改什麼嗎,3
時間不等你的,1
 胖若兩人,4
蒿吐露斯,2
這比234還無腦ㄟ,1
看來是休息太多 退步了,8
 不是直接封印嗎,3
不好說,3
你說的太多ㄌ,3
三項之力 尻起來,3
胖子好強,5
 還需要孤兒戰槌,5
甲,8
我來看你機掰的,3
我也愛你啊叔叔,2
因為你夠g8才看,3
 晚上好啊~機掰的胖子,3
運氣真差,1
 結束了,1
 跟你平常一樣阿,8
溫和小史?,8
你才打不贏人家 ==,8
感覺有了,2
又是公安局⋯,8
 帶光頓 當狼人在玩,8
又要死了,4
口是心非,4
屁孩在看的= =,8
下注囉 ,3
超無聊 沒流量 在那邊吵,4
打野 是不是忘了看小地圖,8
九分鐘被打到高地塔,8
好慘,8
蠻王比你還狂戰,8
滿裝了,8
史黑閉嘴,4
直通高地,2
好多紅寶石,3
住上不會贏,3
今天可以不爆氣嗎,8
爽吃皮,2
肥囉,2
 哭啊廣告,1
丹利有腳臭嗎,3
只會往前,8
有星蝕嗎?,3
跟你一樣，只會往前,8
出冰心啊,5
習慣叔叔居然不是蠻王,1
誰才是史丹利,3
 開送,4
逛街,8
 沒隊友,0
 剪頭髮,3
還是破船歐拉夫,3
請問瘦了還能表演貪婪之壺嗎,8
叔叔是不是瘦了,3
煉金罐,3
上野連勳,3
64,8
煉金罐可以加速,3
神秘數字,3
整場黏著蠻王= =,8
決勝點,3
胖叔叔喜歡打阿福嗎,3
各差一顆頭,3
鬼之開盤,5
謝謝~~,5
水,5
史黑狗快死,4
人紅小白多,8
公安大史,8
喔一夕,5
被發財,8
出吸血看看,5
不站前面擋鉤,8
有人在戳,8
 笑死 隊友真不錯,8
黑白那個耍費吧,8
出渴血吧,5
好像蠻有料的,5
上路無關勝負,3
救贖,5
感覺妳往後排衝比較好,5
沒洗澡,4
超扛狂戰士,8
 你下一件要出啥,3
好菜喔,4
好帥,5
要出死舞,5
勝負盤,3
定存囉,3
 可悲,4
住到爽,0
連體嬰,4
 對面住上會贏嗎,3
涼了,3
好陰險喔,4
不給吃砲車 真狠,5
到底蹲多久了,3
高速吸奶,8
還是要帶閃,5
躺好,8
誰叫你要收工作證= =,8
扣鬼步,8
隊友不公安，公安就是你 ,4
無情送頭,4
單殺,3
對面肥拉~~,8
 直接打成智障,8
沒兵了,3
沒心態了 兵都不想吃,8
單利不說話了,8
下路肥了贏了,5
隊友好凱瑞,5
 胖叔叔你好爛,4
躺到後期就是你的了,8
聽牌,2
確實,6
好意的提醒,5
氣氛 一下嘛,3
水喔,5
屌虐 ,5
沒點燃怎麼打他,8
怪怪的,8
塔龍就在旁邊的此發呆,8
鬼步外送不錯,8
這劍魔好強,5
感覺征服者有機會吸起來吧,5
降治療要出吧,5
廢到笑⋯,8
哭阿 討戰失敗,3
人家又沒點你,8
他出降治療好狠,6
隊友太神拉,5
融化,3
無情雙殺,5
 點了吧沒意思,3
 撐硬等後期???,3
上路是公安吧,8
好慘阿胖子,8
你耍廢你隊友就站起來了,3
 該出坦了吧,3
現在在數一次可以嗎,8
曾經的菁英 怎麼在在下面了,8
又舔,3
你還跑去算喔= =,8
跟你哥一樣愛做高自己,8
幾次很重要嗎,8
軟糖人 我的超人,5
三點半是什麼開打,3
軟糖哥好有料,5
大家冷靜==,3
​阿傑我家剛才有飛碟飛過去了,3
阿傑看好字母哥嗎,3
當然知道沒有看法 要看有料的都去阿發了,8
你做的操作我們都不要做,8
一起看,2
字母哥等一下要打人還是打球？,8
開直播一起看,2
阿傑今晚飆幾分了？,3
​又不沾,8
衝擊傳奇,5
鬼東比你有料,3
工殺小阿,2
金牌,3
植物,3
全面開戰,3
 字先打好,3
這女的太瓜張了吧,8
笑死,3
對面圖奇一等點爆毒?,8
苦來哥好了拉,8
 作文時間,8
水滴起手還想贏?,8
氣氛對了 這就是我要的,5
看不到啦,3
學哥哥= =,3
 看統神這麼可憐我都不敢嘴了,8
你哥哥當初也是這樣想,8
大談貓咪,8
等等玩一場阿,5
三小,0
又在臭,8
 尾,8
不需要你,8
對面吃去搶算不算啊？？,3
知道國棟的感覺了嗎,8
滿裝,3
赤腳大仙,8
怎麼還在玩這白癡遊戲,8
​ 選新角會不會好點,3
傳奇 我今天確診 請問是你傳染的嗎,3
下一把,3
你是誰 怎那麼有禮貌,8
誇獎?,8
爛死,4
貓咪問題,3
他又沒大,7
欸你過來一下,3
 黃金教學,8
你又要怪隊友了,8
有人教你打嗎?,3
道歉,7
自己沒問題 ,8
買鞋好嗎 低能豬,4
演員,3
豬男逛街,4
沒看過你凱莎贏過,8
不算,7
觀戰,3
 隊友送三小,4
你是迷路了?,8
有貓怕三小,4
 可以問一下阿航現在甚麼牌嗎,3
有人在臭耶,3
看戲仔,4
合理,6
阿航不可能有問題的,8
群沒操作的白癡,4
到底在出什麼大便裝,4
太神啦,5
你很肥了,4
左下很肥,4
宅男愛正妹,3
感覺統神有變瘦,5
控制狂?,3
打字阿,3
你也知道自己沒用?,4
不想跟你講話= =,4
又想躺,4
 貓貓豬豬大冒險,4
這樣誰知道 笑死,8
不敢噴?,8
 負重,8
扣大,8
幹你娘,4
繼續扣,8
分奴,4
女人就是這樣,8
打了,3
不算,7
算吧 有碰到,6
沒辦法,8
你這站的位置 死了也正常,8
隊在窄口斗來斗去被開 可憐,8
 操 這樣也算?,8
無敵熊怪,5
熊怪跟鬼一樣,5
好猛喔 福利熊,5
自己案否,8
你有抽電子菸嗎,3
破產,1
最好是他有想吃,8
幹 賭盤又輸,3
 垃圾夫妻,4
不要這麼生氣,5
白給,8
老鼠打得贏豬?,8
個老鼠一個黑鬼,3
我很強 我可以,8
這是統神新帳嗎,3
喜爽沒= =,8
你們一堆軟皮怎麼打,7
死人場,8
你魔切怎麼還沒好,8
問你啊,38
豬王,4
乾你屁事,4
躺好躺滿,8
死人指揮三小 ,4
躺神,8
冷血豬,4
自私豬= ,4
你的假設不存在,8
聽你的全死 ,8
哥葛晚上好,3
阿熊,3
一屍兩命,8
好爛喔肥豬,4
又在學梗了,8
走那什麼白癡位置,4
高歌離席,3
 用臉探草,8
貓咪一定得賣這個喜憨兒,8
你到底有什麼用,8
一豬一命,4
隊友開的乾他屁事,7
就你一直靠杯,8
你在叫說吃龍的,8
你不會更新,8
顧左右而言他,8
左下溫泉指揮官,4
跳針,4
先被抓的還敢哭么,4
乞丐,4
垃圾吃甚麼紅==,4
 外掛,4
廢物拿紅,4
 有摟,3
大談,8
重製?,8
稱讚?,7
 龍女要輸出又要坦,8
藍藍幫的逆襲,3
要出神話了沒,8
山羌,3
館長,3
臭阿管,8
開直播 傳承我的意志,8
不需要你,8
逆轉囉,3
只有低端才會這樣逆轉,8
你根本沒參與到 = =,8
關你屁事,8
黑色奇跡,3
貓咪找到獲勝密碼,5
金牌奇蹟,3
低端場的象徵,8
沒你的事也敢說嘴,8
好有梗喔,8
好普通,8
天財地寶黑色奇蹟,3
預判,5
賣隊友,8
黑棘皮,4
排毒,6
祭品,3
踢掉對的人了 ,6
老鼠沒往後打,8
重返菁英嗎,8
被偷啦,8
吵起來,3
事後諸葛,8
他全坦輸出跟你差不多欸,8
雜種,4
比坦克還低傷害,8
動粉==,3
統粉見面會,3
阿統瘦了欸,5
掰掰,3
對面氣氛真好,8
又是垃圾動粉,4
龍女統粉,4
背莿仔,4
沒有你,8
好了啦趕快下一場,8
 金牌場也在檢討,8
贏了就大談,8
 請假拉幹,5
盛情難卻,8
又不是你帶的 工三小,4
不要上課啦,5
打爐石吧,3
休息前先臭一下哥哥啊,5
不談心一下嗎,3
幼稚園請假了啦,3
情況不同啦,8
睡前可以高哥一曲嗎？,3
沒品,4
無恥,4
在一把阿,5
已經講很多次了,7
這是道歉的態度?,8
又不道歉,4
噁心豬,4
幹拎良嗆殺小,4
阿航你認為你從不失言嗎,7
豬腳,4
 雙標,4
懷疑就不用道歉喔,4
性騷擾,8
滷蛋,8
等等被操盤,9
又別人了喔,8
畜牲永不道歉,4
知道就好,8
污衊別人不道歉？？？？,8
知道就好知道就好,8
大頭胖,4
走過去就臭了,8
燒給你,8
陌生人,4
販毒粉?,4
娘炮才晚安,8
 多一個朋友,5
統神我愛你,5
五萬貴到哭事件,8
曖昧,8
統神實況界清流,5
他就垃圾,4
好啦晚安了,3
阿傑今天要開到幾點呢？,3
不該盜壘,7
打帶跑阿,5
亂講,7
要衝撞了,3
超壞的,8
 氣氛對了,3
又是花蓮美食,8
草鞋王,8
金牌大談 草鞋流,88
廢人,4
空大,8
空射,8
你會啊,3
跟你一樣,8
真的假的,7
我要力量人,3
收割,2
學你,8
推快點= =,3
不敢?,8
看出來了,3
他沒差惹,3
完蛋了,1
又在奶,8
這樣有比較快嗎？,8
這邊這樣反而慢,8
老想偷,8
又贏了,2
沒啦,1
收錢收錢,2
我的相信~~~,1
請開始你的解釋,3
慢成白癡,4
子供向,3
 好多,3
跑路,3
先幫他拉賠率,3
小孩都會玩,8
出來,3
 我還以為要換人上場了,3
跑路了,3
有事暫離,3
睡不著了,1
你在搞,8
要怪就怪水管,8
等等可以信任嗎,3
他確實後悔,1
他會發大財,2
太慢跑,8
後悔太晚跑,8
他已經跳了,1
拜託你帶水,5
好像穩喔,5
射爛,5
有喔,5
燈燈燈,3
 好極限,9
差點,9
壓秒,9
精算之鬼耶,5
壓哨球,5
果然被盯上很慘,9
 可惡,1
藍藍幫從不搖擺,3
心臟快承受不住 ,9
購物中心,8
購物專家,8
失眠,1
升級武器了嗎,3
任天藏,8
世界末日的購物中心,3
轟狂挖礦,3
疑心病,8
還睡,8
在睡阿,8
騙到你囉,2
睡不著了,1
 在這邊小歇,3
 睡覺錯了嗎,3
太壞了,8
就沒有齁,3
任天藏真的很會玩心理戰,3
不可磨滅的心理創傷,1
鐵門,3
你心裡有鬼,8
這關蠻好玩的,2
就是這麼粗心,8
聽到聲音了,3
有機會再玩一次,5
伏筆,3
問就是會,3
在那叫什麼,4
再刷一次,5
睡得著了,2
細心,5
 猩猩,3
有夠疑心,8
蓋倫單跳悟空,3
無傷,3
失言,8
茶水表,8
粗暴的言論,8
時鐘有問題,8
好吃,2
 吃,3
把時鐘拉下來吧,3
鎚子呢,3
你就繼續睡,8
下一輪再見,8
佛,5
破了,3
倒台,1
時鐘下台,8
吹爆的言論,3
好可愛,5
掉爽沒,8
胖達人不行了,8
搶別人點心,8
換位置,3
好壞,8
動保 ,3
子供向,3
餐廳吃東西還被扁,3
這個要怎麼不解到過,3
還有嗎,3
誰知道啦 ,0
請用彎刀,5
你用劍,3
彎刀式迴旋鏢,3
你用劍好嗎,7
 丟飛刀的,3
彎刀是西維爾,3
那看起來像彎刀嗎,7
請你速通,5
還是我們去看設計圖,3
你就,3
進化起來,3
大把的,3
 刺,3
電鋸人,3
太兇殘了,9
戰鬥陀螺,3
 嚇死,9
除草機?,3
很灣,3
啥鬼,3
這要殺人了,9
這能算兒童向嗎,3
小朋友都嚇哭了,9
荷包蛋,3
粉紅惡魔 ,3
看起來蠻強的,5
鋸爛,3
給小朋友玩這個,3
虐殺沙袋先生,9
接計,3
攻擊力爆高,5
礦工王,3
巨鎚,3
超痛垂,5
鬼殺,3
中二,8
抓到,3
樸素,3
傷害真高,5
傷害有料,5
攻速有點慢,3
槌子一直集氣會燒掉,3
貼心,5
今天味全確實氣力放盡哦 ,8
老蘇今天有要釣魚嗎,3
 幫主釣過了,3
真的很毒乃,8
卑鄙,4
好色的感覺,3
現在是加班環節嗎,3
無慈悲的攻擊,3
 外掛,8
可以睡了,2
血又快沒了,8
睡得著了,2
快去睡,5
存檔,3
寶藏之路前進,3
看三小,4
請你離開,3
真故意,8
好運姐,3
差點睡不著,1
差點中風,0
看戲喔,8
連這也要龜,8
鎖爛,3
 打假人自慰,8
自慰,3
鎖爛初階電腦,8
也太強了吧,5
槍槍暴頭跟鬼一樣,5
 不開鏡??,8
 暴打機器人,8
垃圾都是你的,8
沒有你的,8
不開箱 撿地板,8
甜蜜糖尿者,8
主播不要開外掛了,8
遲緩兒,4
這反應...,8
撿快一點好不好,8
子彈一大堆是怎樣,8
寶物,3
尋寶豬,4
 給你簡直浪費==,8
各種逛街,8
撿個東西跟遲緩兒一樣 ,8
你拿了也用不到,8
沒命打阿,8
等等一波送,8
馬的逛蝦皮是不是,8
隊友放棄了,8
好大聲= =,0
阿剛剛不是說第一圈沒差= =,8
挑禮物是不是 有夠慢,8
你他媽不帶補的喔,8
 到底在幹嘛,8
叫什麼叫啊,8
飛天豬,4
 智障?,4
飛天豬肉,8
外送分數,8
 麥當勞,3
低能 敢這樣跳==,8
移動寶物,8
通通淘汰,8
白給,8
有人在打呼,3
一波送,8
快遞,8
要你何用,8
歡樂送,8
 送幸福,8
直接歸西,8
寶物好多喔,2
送貨仔 好可悲 ,8
撿完送一波,8
 有夠白癡==,3
這樣太危險飛太遠,8
超肥外送,8
送好送滿,8
下水餃大師,8
 幫忙跑腿,8
落地成盒,8
軍火庫中間,8
外賣一波,8
我真的好不奘喔,0
最爛的那種,8
你是在空投裝備的嗎,8
你是打到累了故意去死的是不是,8
為什麼會倒啊,8
可以刪遊戲了,8
子彈送敵人,8
給我走中間,3
三隻孤郎,3
主播你很會送貨耶,8
這隊友也是邪,8
起碼你確認對面的肥度,8
你是在幫熊貓工商嗎?,8
人家在辛苦工作,0
你在那吹冷氣睡覺打呼,0
剛剛也在期待直接下去,8
新手不適合,8
對你來說 自瞄比較好用,8
你不會用,8
 勃起至尊,8
你用什麼也沒差別了啦,8
 弓箭手開射,3
 你好像機器人,8
 打一整晚還在銅四,8
可以射出兩條龍,3
統神拿啥還不一樣,8
 大概是所有武器裡面唯一不好辨位的武器,3
菜菜,8
滑鏟有領殘障手冊嗎,8
 豬怕高,8
打呼過癮,8
有點像戴氧氣罩吸氣的˙聲音,8
期待,2
會收槍了,5
好吵,0
愈聽愈好笑,2
 你又不會用,8
花生睡得好甜,3
打呼聲,3
別人在工作你在睡覺,0
好躁喔幹,0
畜生的聲音,8
白噪音,3
 女人再生什麼氣,3
 打呼聲是哪招,3
免費送分,8
 聽不到是耳背逆,8
你老婆的打呼聲,3
 粉絲,3
偷鞭屍,8
鞭屍王,8
刷傷害是怎樣啊,8
這麼吵還睡的著,8
 你太爛,4
怪槍,8
你太爛,4
有自救,3
新手禮包誒,3
有進步喔阿航,5
終於殺到人,8
透視,3
這把算最準了耶,8
開舔,8
裝忙結束,8
沒氣了,8
爽阿刺阿,3
 大家都知道,3
豬阿豬阿,8
 舔一舔又能送了,8
沒呼吸了,8
準備送貨囉,8
變大聲了,3
打呼過癮,3
 恢復呼吸了,8
複製氣,3
聊天室好靠杯,4
又活過來了,8
誰的打呼聲啊,3
又在拿槍跑,8
 這打呼聲跟我前女友有的比,8
花生睡覺的樣子好美,8
在複製器,3
柴犬在空投,3
你又知道,8
妳女友也是煙鬼嗎,8
 電宰豬,4
阿航你打呼會不會也那麼吵 ,3
溝通欸,3
 龍騎士,3
椅子要報拉,8
幹嘛拿這把廢槍,8
團藏,3
太遠,3
被黃囉,8
鎖爛空氣,8
報位啦阿行,8
 一發沒中,8
對面也是夠爛,8
又在裝忙,8
太扯吧 全空,8
終於賽到了==,8
今天很勇喔,5
 轉換者好猛喔,5
加大分了,2
快打胰島素,5
趕快補狀態拉,5
還不去換甲 夠北七,8
不換甲也是天才,8
阿航打槍的樣子好可愛哦,5
連醫療箱都要客家,8
戳豬你找到新歡,8
太電了,3
 反正都送,8
其實可以,6
那你去啊,8
 貪心豬,4
你以為這是撿屍遊戲喔？,8
 但你還是聽話了,8
超客家,8
舔了你就輸了,8
就你玩最爛,8
那就去啊,5
金紙,3
那你幹嘛不舔,8
尋寶遊戲,3
 金紙不給舔,8
你要撿你自己撿阿,8
不敢做決定就別在那靠北,4
機掰,4
回去阿,3
你自己愛聽,8
叫什麼叫,4
 大發飆,2
沒子彈就換槍,5
愛哭又愛跟路,8
 殘障身法,8
繼續打呼,3
一代一代,3
霰彈子彈不撿,8
世界冠軍來也一樣啦,8
到底能不能離開銅牌阿,8
 沒差啦 反正也射不到人,8
咒術派蒙,3
到底在看三小,4
不要刷派蒙,0
 派蒙到哪洗到哪,8
布里悍這幾場狀況都還好,3
味全沒贏過樂天,8
三壘有毒,8
但也不能輕易鬆懈,5
有手續費,3
還有扣稅,3
別賣啦,7
快了,3
早上好,3
 期貨遊戲~,8
又某潭?,8
故意戳的吧,8
只會往前,8
掛機合理,8
 快樂章魚,2
 跳舞訓練,3
一人快樂 四人痛苦,8
直接卡丁丁,3
預言,3
隨機選角模式了沒,3
背刺豬,4
不會,7
告密人,8
被刺,4
杯壁,4
不要,7
賴皮,8
學大爺,8
幹就知道,3
請出衣吊,3
雙面刀鬼,3
勸架,3
笑語,2
告密達人,8
一團亂,3
不要再吵了,0
比賽開始了,3
面子果實 ,8
我沒有四隻手,8
一家四口都在吵,3
要吵去練舞室吵,0
寶貝,3
 好多人喔,3
一堆工地幫,3
黃惡魔,8
幹這些低能兒,4
幹一堆畜生,4
一堆智障統粉再亂,4
 虐童,8
人山人海,3
人數下降中,8
收割,8
甩鍋,8
可以關,8
垃圾時間,8
豬腳,8
 垃圾時刻,8
主角走了,1
 自殺,8
解散囉各位,8
幹你娘一群垃圾,4
換寵物豬上播,8
騎土狂熱,3
要滾快滾,8
豬儒,4
 可以收工拉,2
今天心死,1
吐了,3
這你敢玩,7
 請問今天戰況如何,3
 頭有點暈,3
今天真的慘,1
我先跳了,1
占卜有點準耶,6
綠世界,3
大便人,8
有毒,8
發病,4
 痛風,8
沒哥哥了啦,8
 噁心死了,4
要生了,8
實況拉屎,8
肚子好痛喔,3
椅子開台 ,3
開賭了,3
 慘叫聲,9
殺豬聲 ,4
靠邀烙賽豬,4
對面盧那,9
超大聲,4
靠杯,4
誰敢下粉紅幫,8
好臭,8
這屁聲很可以,8
太快截止了啦,0
屁味,3
轟炸,3
對面選超快,5
肥料人,4
馬桶炸爛,9
放屁豬,4
 好可憐的馬桶,1
這我在屏東聽過,3
乾超臭,8
拉屎豬,4
記得洗手,5
輔助大嘴,3
幫我開直播,8
色情,8
傳承我的精神,5
小孩出來了,8
再吃啊,8
笑死跳了,2
馬桶爆破,8
有分奴,0
屎王,4
 可悲分奴,4
 跳沙小 ,4
 這是銅牌場嗎,8
國動台現在一言堂,8
好不容易撞到統神,1
回來了,3
喘息,3
我正在吃晚餐,3
晨陳今天有開玩嗎,3
玩完了,3
椅子哥,3
椅子幫按,3
洗屁眼,8
沒洗手,8
單親家庭,8
超級賽豬,8
豬嘯天,8
豬肛裂,8
路西派蒙,3
幹地震,9
怎沒聲音了,3
卡晨哥,3
要賺翻了= =,2
人數一直掉,8
薛海,2
死在廁所了,8
靠杯打手遊,8
差一分鐘,1
海嘯,3
洗的爽嗎,8
觘你媽垃圾,4
怎麼跟昨天衣服一樣,8
故意的,8
喘三小,4
阿航打公會王,3
嗎的大便混時數,8
