message,label
不是不要沉迷阿你們都沉迷誰開台,8
笑死被EN全員認證已沉迷的....Kronii：不我沒有,2
說到EN要自己上線掛農場這點我就想問 JP服是營運會進去幫忙掛?不然很多資材農場都不在成員平時的活動區域內(有上線的幾乎都到其他地方去蓋東西 應該不在128之內)不過不管各色羊毛機.鐵巨人塔 甚至於在地獄的生產設施(海磷石農場)都非常高產  但也不常看到有人在掛機(EN成員有滿多次開台都有人掛在線上)若是建造初期掛的應該也不到這麼大量吧?(天使的鐵巨人塔就算是滿近期的了)是說兔子的鐵巨人塔是死了嗎 不然怎麼看很多成員都去拿天使的?,3
Kronii:因為有人掛機 我只好不睡覺了,3
只有我想吐槽那個座位要怎麼坐進去嗎,7
恭喜kronii成為已被認證成麥塊成癮者,6
在minecraft 你可以建造你理想中的溫泉在SimS4 你可以跟你理想對象做一堆yabe的事情,6
感謝Ina讓我學會如何裝潢樹我又有理由跟夢想泡在麥塊世界理了030 ,2
INA：Kronii全心全力投入所有的時間在麥塊   白話來就是他把自已獻身給了麥塊Kronii：ＮＯ....我沒沉迷  我再蓋一下下就去睡   我強調一次   我沒上癮～,2
Kronii這麼快就成為前輩眼中的MC成癮者XD,2
嘿 這是我們唯一能得到自己想要的房子的機會,3
一堆中毒者w 等學會紅石可能好幾天不再線上,3
某K:我沒沉迷這是生活（,7
我只能說啊啊啊啊啊啊啊,3
又要買新股...咦怎麼是又,3
感谢烤肉~,2
Bea說是混沌其實是全部En 2期生中最正常的那位,3
人會自然地被巨大的東西吸引,6
自然媽媽真正生氣的時候是病嬌的表情   勞贖再怎麼裝都比不過好嗎,7
我只能說...真不愧是混沌代表,6
您好我先詢問這支股票怎麼買~~未來的趨勢會漲到哪裡,3
-這在我們業界是種獎勵- ಠ ͜ʖ ಠ順便宣傳新開的DC群歡迎各位進來交流哦ʕ´• ᴥ•̥`ʔhttps://discord.gg/6HchnjQS,6
中英字幕真的太棒了,6
大自然很可怕也是很自然的天災地震海嘯火山爆發等等但我們還是要回歸大自然ww,2
好啦我會樹葬的´д` ;,3
0:29 這表情....請踩我,6
你們覺得自然切開來是黑的那所以你們接受自然的黑森林嗎,7
直接不否認自己恐怖了wwwwwMiko的繼承者w,6
非常感謝#holoMyth 帶給我們歡樂的一年接下來的一年也請多多指教(*´ω｀*)   順便宣傳新開的DC群歡迎各位進來交流哦ʕ´• ᴥ•̥`ʔhttps://discord.gg/6HchnjQS,2
找到一個好頻道 學習英文了!,6
神話時代感謝~~~~感謝～~!!!,2
ina摸頭好可愛,2
我也沒想到我會開始追vtuber這一年真的改變很多,6
光你把Ina哭哭那段英文都聽出來我就該幫你按讚+分享了雙語烤肉真的讚 謝謝你!,6
當時大家都說古拉可愛古拉漂亮我就在想古拉到底是山小當我查完回過神之後 我就成為一個稱職的蝦蝦了,6
記得剛開始進入holo坑是在今年四月看到鯊魚的一張h圖之後才知道了hololive這個大坑不知不覺已經變成一個DD雖然只跟了en半年但還是很感動有點遺憾太晚知道holo這個坑沒有跟到一期出道...,3
今天很嗆是吧?,8
老鼠想看到血流成河阿還好自然打圓場沒發生XD,2
商業貼貼看太多了這叫商業不仲!!!怎樣!!!讚不讚阿!!!血流成河阿!!!!,2
小小解釋一下Dry Humor 是冷幽默的意思表示笑話本身就是非常的好笑不需要表現出很滑稽的表情和誇張的動作去引人發笑或者說冷面笑匠,3
時間空間對立成立,3
熟悉的配樂 還以為是烤肉MAN後製的~,3
台灣翻譯不是駭客任務嗎,7
這就是我要的優質烤肉,6
講完結果就出4了wwww,2
但我看到預告的造型感覺像John Wick4 (誤,3
鯊鯊跟DAD的互動很溫馨啊  只是鯊鯊還是預定在麥塊整蠱DAD  殊不知現在DAD會把小隻的抓起來丟\rDAD：這麼說 你很勇喔  聽話 讓我看看\r鯊鯊：鴨沒肉～～～,3
我可以邀請死神一起看 The Matrix 4嗎,3
都叫石头剪刀布,3
手槍手雷炸彈,3
我這邊是「包剪揼」,3
可以確定的是我沒有聽過布在前面的布你好慘啊～～,3
台灣好像都學paper scissors stone,3
感受到文化差異的衝擊了嗎WWWW,2
小時候都學paper scissors stone耶 不過查了一下國外好像都沒這種用法,3
好可怕的自然媽媽,7
可愛,6
2:08這段怎麼拖了三個小時版主是不是在水視頻阿,3
砍了老树让新苗可以成长 可以爱护自然同时又能拿到资源,3
貓頭鷹：嗯⋯⋯哦～我想起來了我要⋯真的很健忘連下次直播要做什麼都忘記了那隻貓頭鷹被藤蔓捆起來瑟瑟發抖,3
軟萌軟萌~,6
真的要病嬌了但是她們還是很搭(x,6
可愛死,6
有自然在 誰都別想用木頭...,3
真神奇 為什麼都沒看見有老司機開wood的車www,2
可以吧~木棍找枯枝!石頭找苦力帕炸!只是難度直接上升而已030,3
這個威壓ww是天生的呢XDD姆咪的求生欲直接爆棚,2
最環保建材的確是木頭和石頭啊,3
病嬌fauna跟卡哇mei 兩位都好婆<3,2
2:09 我又好了,3
傳說中的尬聊,3
總覺得現在看這隻貓頭鷹停頓超過五秒就有種她忘記了 她肯定忘記了的念頭!www好吧 就看後天貓頭鷹只靠石頭蓋房子吧......恩 我是指水泥跟大理石什麼的www,2
她那個UMMMM好可愛...Fauna  說不可以用木頭的時候 Mumei 應該想了不少方法可以搞定一間房子...也是挺厲害的,6
重點是那隻貓頭鷹2天之後還會記得嗎?,3
遊戲難度: FAUNA,3
砍一棵樹可以掉2~3樹苗樹苗可以種更多樹所以砍樹等於愛護環境,3
那叫聲也太可愛了,6
玩minecraft怎麼可能用不到木頭www看來是非常困難的挑戰呢,2
我已經看到fauna在未來玩minecraft時會被前輩用木頭欺負w,2
孩子們這就是塑膠被發明的原因,3
就看Mumei到時候玩minecraft怎麼辦w (怎麼可能不用木頭XD,2
時間X文明我可以病嬌加天然w,2
所以說Fauna可能不會玩麥塊⋯⋯,7
我以為是Hololive Has Hope可是這太不真實了yagoo你還是乖乖躺好吧,3
IRyS：OH NO邪惡的3H黨要來抓走我了,3
Yagoo單推計畫、究竟是希望還是混沌,3
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,3
他們講到Triple H我就一直想到那首主題曲,3
只有我覺得看起來像四個嗎,7
你說是Hololive hope我都不會怎樣  hohoho是聖誕老人 我直接笑噴,2
翻譯的是中國人嗎,3
AMEzing烤肉man有什麼要解釋的嗎,7
Hope?將這詞切換成印尼語後進而切換成日語就發現難怪Yagoo每次都抽到高風險自殘卡（不諸印尼語的盆友可以找Iofi和Oga及Aruran連動烤肉 自從知道這梗後到IRyS登場就被我玩到不要不要）,3
Triple H 不是因为IRyS 降临三次,7
可愛鳥的解釋真的是big brain,3
難不成這邊沒人知道tripleH是個里番 LOL 怎麼留言都沒有提到這才是他一開始說這是「文明」的東西的原因,3
ED的音樂好好聽Rushia不把粉屍的耳膜爆破時的聲音真的好聽w,6
吹波 HWWE,6
不知道PV的時候有沒有一堆NG,3
最討厭聖誕老人自己卻變成聖誕老人www,2
hope hope hope 已經沒有前輩的感覺了(ㄟ 你說原本就沒有?,7
所以鯊魚搞了那個 IRyS 聖誕老人頭像...*It all make sense now (´・ω・`)*,3
Ina 表示狂喜,6
Ha Ha Ha ,2
IRyS ：想不到聖誕老人竟是我自己,6
聖誕遜天使 新的稱號 HOHOHOHO,3
一臉正經胡扯w -不愧是議會-,2
從小時候到現在我只認識一個Triple H（x,3
感謝烤肉 難道只有我聽到HHH想到的是WWF嗎,7
總覺得以後是諧音梗或冷笑話時代,3
應該是Holy Hope Hololive,3
記好了各位!h不是色色是希望,6
原來IRys是EN的被迫害位,3
WTF,7
這遊戲就是要歪樓~,6
這遊戲不歪樓就不好看了,6
感謝～~感謝~~!!!,6
2:19 Gura kill INA !!,6
看幾次都覺得這個among us wwww,2
那第四我收下了,3
這麼說 我第三,3
第二,3
會吃baby 好壞唷 XD,2
當你準備當學姊的時候更老的學姊就會出現告訴你聽話你還只是學妹：你留下,3
Kiara：我们EN没有前辈后辈制还是Kiara：欺负后辈真过瘾,2
0:29 翻譯錯了喔,3
IRyS的罩門真的就是BABY碰到跟BABY有關的都會出事XD,2
我覺得以IRyS的遜砲程度以後就算跟EN2連動大概也是被欺負的那一個wwww,2
這感覺像是伊井野被學生會前輩鼓動吹氣球啊無辜又好笑,3
0:31 bullying 霸凌,7
新人都是固定被欺負的,6
這次突襲聯動感覺真的很有趣是該去啃一下生肉了,3
鬼靠近IRyS使出呢喃攻擊  只見IRyS拿出僵屍肉大口咀嚼吞下  鬼嚇尿瞬間超生....,3
IRyS:他在我旁邊ASMR這形容真是笑死wwwwwwwwwww,2
新生試膽大會ww,2
看這段的時候快笑死覺得Irys超可憐但又很好笑XDDDD,2
捉鬼小队的游玩方式：1.先让新人去找鬼2.假如都是同辈让最怕鬼的去完成任务3.有人死后记得拍照,3
這哪是火雞這是學長學帝雉,3
EN組職場霸凌XD,2
語言能力最強的明明是火雞WWWW,2
holoEN的迎新儀式先整一下再說,6
頭香被搶,3
安安,3
咬肉最讚,6
射射我謝了,3
我還以為哈洽馬說想看大腿的時候他會直接把腿卸下來,3
甚麼比咬肉更棒兩個咬肉,6
還好這兩隻不是男的\r不然早就被抓去警局了\r馬自立表示：\r我在那邊泡過得茶比你吃過的鹽巴還多\r檔案櫃裡面甚至有我專屬的茶葉罐,3
只有我覺得片頭聽起來很像料理鼠王嗎?,7
文明真的香~樸素美~可愛極了,6
啊啊我忍不住了(/ω＼),6
唯一一個看了一眼就想D的新人www,2
腿控福利,2
真不错这是议会的那个文明把,6
嘶 腿真讚(๑♡ω♡๑),6
都下去啦!Mumei的比較香...,6
多謝款待啊啊鼻血,2
尷尬的氣氛ww,2
死神把拔的尷尬WWW,2
學識淵博的鯊鯊,6
他們應該是在模仿村民的聲音,3
隔著螢幕都有味道了…這就是偶像的味道嗎QuQ,2
是村民不是殭屍吧,3
耳洞擠出來的東西聞起來很像肚臍味 雖然覺得臭但會想一直聞 我相信不只我會這麼做(`・ω・´),3
貓吃酪梨對身體不好吧脂肪這麼高,7
求解 有人知道Gura和Ame在開頭唱的是什麼歌嗎?,3
這好像往糟糕的地方發展了,6
Gura的貓還是幼貓吧 長大了就....變成Gura狂吸貓了,3
噁也形容得太有味道ww  -有文化的pita喵-,2
我就是那隻貓,3
其實那隻貓是羊派去的間諜,3
是不是有個說法是貓狗喜歡蹭氣味濃烈的地方 因為本能驅使他們要蓋過並留下自己的氣味 也就是說Gura的腋下氣味很濃烈,6
打耳洞真的不值得想戴耳環愛漂亮我知道我相信會愛漂亮的理由有一半是想吸引喜歡的人但是當你知道會覺得耳環漂亮的其實只有我們女孩子自己而男生有超過九成都不喜歡或是沒感覺時...就會突然覺得耳環這配件真沒路用~不值得去打還不如髮帶~手鍊~髮飾~裙裝~過膝襪~之類的配件~傷害力還比較高,3
我是gura那隻貓,3
什么感觉她们是在曝露自己的癖好不是说猫咪了w,2
啊啊啊啊啊啊啊啊啊甜到爆炸阿,2
店長:我們幾個永遠都會是朋友我:不不不你們兩個給我去結婚,3
香,6
我就喜歡這種血糖暴升眼睛閃瞎的感覺,2
適當的分離真的會讓兩人更緊密呢~,6
（用伊藤潤二的畫風表達眼睛甜到出糖）,6
我活了各位我活了啊啊啊啊啊啊,2
我這個人很簡單有火雞媽媽就推有Takamori我就推爆,2
等等...所以死神是受耳!!!!!!!不會吧.....MOM可要把這點記起來受耳欸!!!!是受耳欸!!!!!!!啊啊啊啊啊啊啊啊啊啊啊,2
我終於不用睡公園了 甜到升天,2
演算法讓我又看到這個了,3
這遊戲畫面驚豔到我了,6
可愛的小鯊鯊,6
Inagura 大戦爭,3
標題打錯,7
果然每天都是在核平相處呢~,6
生物學家:日前觀測到兩個史詩級(?深海生物在打鬥,3
2:08 別殺她想想Gura跟我生的孩子,3
和「平」相處,3
2:28聽到這個fk好感動,6
EN組的對戰怎麼這麼可愛JP組的對戰怎麼這麼混沌,6
感謝~~~感謝~~~!!!,6
兩個女的開戰 無聊我要看到血流成河,7
可是她們和"平"相處蠻久一段時間了,3
赤壁之戰一觸及發,3
以為是在看Vtuber原來是在看國家地理“平”道 海洋生態專題節目 好久沒看到如此激烈的鱆鯊對決了,8
遊戲類發燒影片第11ww,2
深海鮫魚大戰深海鯊,3
Gura射死ina那箭鼠標根本沒在ina身上過啊好神奇,6
妳們可以和「平」相處啊,3
這兩個像親姐妹一樣 看了有父愛爆發的衝動,6
複仇（X)復仇（O),6
平見不能誼相箭何太急,3
這兩隻可愛生物,6
開戰吧!!! 打著打著就習慣了 例如鹽水鄰人大戰爭啊 pekomiko大戰爭等等,6
INA肯定是天蝎座,6
1:11 看看這鯊魚露出多陰險的表情XD,2
海平面戰爭,3
0:17這表情看來已經預見未來了,6
有沒有似曾相識啊,3
2:11 我以為這是麥塊 原來是fps的甩視角和瞄準技巧,8
我要看到血流成河╰(*°▽°*)╯,6
火影忍者開撥了是嗎,8
小屁鯊搞事時的準確率 250%,6
海 鮮 大 戰or古代神明的互A,3
兩個平板的戰爭,3
0:16 熟悉的場景只是變成了噴水章魚飯(x,3
砧板的戰爭,3
想吃章魚鯊,3
家人们我的两个老婆打起来了qaq,7
不能和平共處只能核平共處,6
海鮮大戰,3
天道好輪迴 蒼天饒過誰wwww,2
海戰,3
Gura with friend(揪感心,6
真實世界 鯊魚都被章魚當點心吃,6
誰是流體力學之最?,3
辛苦了烤肉man(ﾉ∀`*),6
不能和平相處只能和boing相處平平相斥 (x,8
封面圖ina：看來我們之間是不可能和平相處了我：可是你們兩個一直以來都在和     平      相處啊,6
歷史總是意外的相似,6
Ame 你老婆們打起來了,3
昨天直播超讚orz,6
古神的AO醬是不是有記仇名單在裡面啦那麼久的事還記得耶WWWW,2
The jump shot! watch out watch out watch out!!!(腦袋出現奇怪的音效,6
聽說胸部越小的人越容易記仇.....,6
0:44 嗯～,3
果然遊戲就是要跟朋友一起玩才開心阿!!小屁鯊妳也有今天XD,2
海鮮大戰,3
Ina gura 大戰爭,3
Gura V Ina：古神黎明…我覺得沒人知道我在講什麼www,2
好好笑,2
一’’觸’’即發嗯~,3
某似鯊魚忍者：鯊魚在海裡可是會吃章魚某可以變成章魚的忍者：你知道大自然中章魚會捕食鯊魚嗎,3
片尾的歌是?,3
章魚報仇 半年未晚果然不要得罪心胸狹窄(?的人,8
這是甚麼光影有人知道嗎,3
在光影效果下這棟水上大型建築漆黑陰森好似拉萊耶浮出水面www,2
昨天神回 其實沒做什麼 就是很開心,2
INa：甜美的復仇,6
最近才再複習這段超好笑,2
看看誰才是海洋的霸主,6
深海魷魚VS史前巨鯊,3
古代有Peko Miko大戰爭現今有Gura Ina大戰爭,3
深海战争,3
我絕對不會讓人看到我說了什麼危險發言,7
古拉～伊娜～古拉～伊娜～大戰爭～_(:3」∠ )_,3
Tako Same 大戰爭（X,3
有夠可愛的復仇,2
這剪輯真的有水準,6
在炸一次 我沒看到,3
前一次是486 這次是鯊鯊 兩個片尾怎麼都那麼吸引我ww,2
這集精華好精緻對話中重要的笑點都有強調出來,6
發展科技伴隨的犧牲,3
考的太香香了,6
我好愛你的精華,6
高速轉圈圈的Gura 害我笑得不行,2
我歡迎ina的到來,2
等人剪這個很久了 跟全程笑到不行,2
改个名僵尸单推人【兼职：DD】,3
这是一个成就吗还是什么啊,3
hololive:  太空計畫,3
這次直播真的神回 突發聯動超棒的一如既往的嗑藥式烤肉幫大忙了(Ina pray.jpg,6
難怪亞特蘭提斯會毀滅??!?!感謝~~~感謝~~!!!,6
0:44 又是自肥的一天www,2
2:16 Cali塞在那裡看起來剛剛好www,2
你真的很會剪XD,2
優質剪輯wwwwww 看紀錄檔真的笑到不行wwww,2
這剪輯剪的太好了    好奇問一下 是用什麼剪的,2
直接上一盤章魚燒 wwww,2
是怎樣越剪越讚受不了真好看,2
不一樣的推  一樣的味道,6
爆炸性的直播（物理）,6
不是...我去GOOGLE完後...才知道唯一成功的那次是INA帶著不死圖騰阿ORZ那這個實驗不就是徹頭徹尾的死亡藝術(爆炸)嗎?,6
感謝殭屍讓我腦部到飛上去之後的畫面,3
單推殭屍人的影片真的很ㄎㄧㄤ很讚wwww,2
EN太空移民計畫執行中,6
5:34 華生的骨灰真的很好笑 鯊鯊有夠煞風景,2
這肉烤的別具一格匠人,2
這科技樹是不是想超英趕美的點法(X,6
剪的超級好 快笑死,2
「華生與我們同在」「你是說精神上嗎」「物理上的我剛剛好像吸進一點她的骨灰」,6
這烤得太屌了 給U一個respect!,6
片尾好評ww 產毒途中請好好休息,2
Ina 飛向宇宙炸了月球,3
0:44 這直肥你也是takodachi嗎,3
科普：除了不死圖騰外穿戴整套防護附魔的裝備或分別有著防爆五和輕盈五的裝備也可以實現升空喔,3
笑死你真的好會剪,6
完美剪輯,6
因為很好玩而慢慢聚在一起的感覺真棒,6
那句相信著相信你的我 是天元突破的名台詞,6
這個剪輯好優質,6
不要相信你自己 要相信相信著你的我! 我的章魚 是可以突破天際的章魚啊!!!!!!!!!!!!!!!!!!!!!!!!!!,6
這場直播真的經典原本只是 Gura 一個人在測試誰想得到最後變成 EN 聯動可惜 Kiara 當時要準備新裝發表不然就真的神了,6
每烤必佳作 有烤到ina必收,6
古神的月球旅行(*ﾟ∀ﾟ),3
Creeper: 酷欸你們在搞炸彈嗎我也想玩Gura:谁說的我們在搞太空實驗Creeper:不我覺得你們在搞炸彈碰,3
2:30 是天元突破的大哥名言T_T,6
死神這邊還幫鯊鯊辯護她的爛數學XD,2
收埋gura只需要一塊曲奇,6
說幹話還押韻wwww4:27給鯊鯊餅乾的同時也給觀眾撒了滿臉糖粉片尾有嗑喔www,2
今日金句：「我留了封信给我的家人」—————ina,3
宛如藝術般的烤肉片難道你就說傳說中的特級烤肉Man誒,5
一切都精心計算過了不過我們的數學很爛,7
Miko不是也有做一個嗎,3
4:49 已經去過太空了啦還直播過降落在太陽上成為傳奇,6
我比較好奇這章魚到底幾分熟了,3
草,2
9000多歲的思維哪是音速章魚可以超越的(x5:09 於是ame停止了思考(x,2
4:35 Ina可愛的休士頓基地台倒數聲音~,6
快说你磕了什么才会剪出这样的片来我从来没看过这样的离谱的精华干真他吗的纯不管你磕了什么请给我一点,6
這剪輯真棒 我喜歡,6
華生好可愛哈哈哈 看到古拉要射她 丟餅乾給她www 原來這種方式能阻止古拉w,2
最棒的烤肉MAN沒有之一,6
EN組終於進化到全員上太空的文明了 章魚一小步人類一大步!!!! 還有雖然很想相信 但鯊魚每次發誓的時候大多也是錯的 回想起她們當初玩麥塊掘地道明明方向錯了還發誓說自己掘對了ww,2
一万年岁月里见过的最好剪辑 /示爱,6
不管你嗑了什麼都給我,6
看那美丽的星空里刻着死神和祭司的名字....还有侦探的骨灰从风那扑面而来wwww,2
gura那聲hoo my God 聽起來就是hooooly shit硬生生被坳過來,2
那位病人正在逃避現實看著窗外思考自己找了什麼EN偶像,8
This is why NASA does this not Gura,3
SpaceX no =>SpaceGura,3
爆炸烤魷魚流言終結者style 正,6
這個章魚燒的章魚加的真多啊真香～話說不是只要深度一格倒滿水中間放一格方塊周圍上面放上柵欄就可以安全爆炸上天了嗎,6
jp:創造漂亮的的先進都市en:我們要飛向宇宙,6
真的太可愛了～～剪輯風格超喜歡還有附圖超棒的～想問一下烤肉man有推特嗎,5
今日無風非常非常    低風只是微風陣陣試問今日究竟是哪種風wwwwwwwww,2
這是傳奇的EN組全體非正式線下連動回WWWW,2
很入戲阿,5
上级EN烤肉真香~,6
越來越D了(*ﾟ∀ﾟ),2
0:34flagx10:45flagx21:01flag實現,3
烤魷魚,3
0:44  我好像看懂了大哥醒醒,3
辛苦了感謝,5
比較少見的英文單詞：0:11 my nose is stuffy = stuffy nose我鼻塞了0:29 cauldron 鍋斧0:33 dripstone 滴石0:51 udder ○房（牛羊等動物的）₍₍٩( ᐛ )۶₎₎♪,3
烤得超讚,5
我家鯊鯊真可愛y̶a̶g̶o̶o̶夢̶想̶又̶更̶遙̶遠̶了̶,2
阿梅生氣了謝謝鯊鯊小知識原來網球那麼多顏色...,6
防盜超神我還遲疑了一下草,2
那个箱子里的国旗是烤肉大大改的嘛XD,2
辛苦了!!,5
阿梅被她的兩個后宮輪流欺負了WW (X,2
蓋網球的時候聊天室狂刷2*2 超好笑,2
像網球拍是因為那根拆掉應該就像鏡片了ｗｗ,2
Gura的惡作劇Ina其實都有參一咖w哈洽馬的雞跟華生的球拍w 本來應該會有Kiara的雞不過先被炸掉了w,2
我還以為Minecraft真的有國旗害我興奮了30秒,2
求建築師之歌,3
不要華生(的放大鏡)感謝Cinderella的熟肉~,5
Ame該慶幸 鏡框沒被改的更像網球拍,6
what is that  哈哈哈gura猜的好準,6
國旗欸,3
為Yagoo的偶像夢默哀三秒雖然在他準備經營hololive的時候偶像夢就已經破滅了,1
